"GEO_ID","id",
"S2701_C02_041M","Number Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$100,000 and over",
"S2701_C02_042E","Number Uninsured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined",
"S2701_C02_042M","Number Uninsured!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined",
"S2701_C02_043E","Number Uninsured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Under 1.38 of poverty threshold",
"S2701_C02_043M","Number Uninsured!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Under 1.38 of poverty threshold",
"S2701_C02_044E","Number Uninsured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!1.38 to 1.99 of poverty threshold",
"S2701_C02_044M","Number Uninsured!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!1.38 to 1.99 of poverty threshold",
"S2701_C02_045E","Number Uninsured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!2.00 of poverty threshold and over",
"S2701_C02_045M","Number Uninsured!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!2.00 of poverty threshold and over",
"S2701_C02_046E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Private health insurance",
"S2701_C02_046M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Private health insurance",
"S2701_C02_047E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Private health insurance!!Private health insurance alone",
"S2701_C02_047M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Private health insurance!!Private health insurance alone",
"S2701_C02_048E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance",
"S2701_C02_048M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance",
"S2701_C02_049E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance!!Employment-based health insurance alone",
"S2701_C02_049M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance!!Employment-based health insurance alone",
"S2701_C02_050E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance",
"S2701_C02_050M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance",
"S2701_C02_051E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance!!Direct-purchase health insurance alone",
"S2701_C02_051M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance!!Direct-purchase health insurance alone",
"S2701_C02_052E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage",
"S2701_C02_052M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage",
"S2701_C02_053E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage!!TRICARE/military health coverage alone",
"S2701_C02_053M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage!!TRICARE/military health coverage alone",
"S2701_C02_054E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Public coverage",
"S2701_C02_054M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Public coverage",
"S2701_C02_055E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Public coverage!!Public coverage alone",
"S2701_C02_055M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Public coverage!!Public coverage alone",
"S2701_C02_056E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicare coverage",
"S2701_C02_056M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicare coverage",
"S2701_C02_057E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicare coverage!!Medicare coverage alone",
"S2701_C02_057M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicare coverage!!Medicare coverage alone",
"S2701_C02_058E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage",
"S2701_C02_058M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage",
"S2701_C02_059E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage!!Medicaid/means-tested public coverage alone",
"S2701_C02_059M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage!!Medicaid/means-tested public coverage alone",
"S2701_C02_060E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!VA Health Care",
"S2701_C02_060M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!VA Health Care",
"S2701_C02_061E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!VA Health Care!!VA Health Care alone",
"S2701_C02_061M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!VA Health Care!!VA Health Care alone",
"S2701_C02_062E","Number Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Uninsured",
"S2701_C02_062M","Number Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Uninsured",
"S2701_C02_063E","Number Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage",
"S2701_C02_063M","Number Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage",
"S2701_C02_064E","Number Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance",
"S2701_C02_064M","Number Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance",
"S2701_C02_065E","Number Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Employer-based health insurance",
"S2701_C02_065M","Number Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Employer-based health insurance",
"S2701_C02_066E","Number Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Direct-purchase health insurance",
"S2701_C02_066M","Number Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Direct-purchase health insurance",
"S2701_C02_067E","Number Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!TRICARE/military health coverage",
"S2701_C02_067M","Number Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!TRICARE/military health coverage",
"S2701_C02_068E","Number Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage",
"S2701_C02_068M","Number Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage",
"S2701_C02_069E","Number Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicare coverage",
"S2701_C02_069M","Number Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicare coverage",
"S2701_C02_070E","Number Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicaid/means-tested public coverage",
"S2701_C02_070M","Number Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicaid/means-tested public coverage",
"S2701_C02_071E","Number Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!VA Health Care",
"S2701_C02_071M","Number Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!VA Health Care",
"S2701_C03_001E","Percent Uninsured!!Estimate!!Total civilian noninstitutionalized population",
"S2701_C03_001M","Percent Uninsured!!Margin of Error!!Total civilian noninstitutionalized population",
"S2701_C03_002E","Percent Uninsured!!Estimate!!AGE!!Under 18 years",
"S2701_C03_002M","Percent Uninsured!!Margin of Error!!AGE!!Under 18 years",
"S2701_C03_003E","Percent Uninsured!!Estimate!!AGE!!18 to 64 years",
"S2701_C03_003M","Percent Uninsured!!Margin of Error!!AGE!!18 to 64 years",
"S2701_C03_004E","Percent Uninsured!!Estimate!!AGE!!65 years and older",
"S2701_C03_004M","Percent Uninsured!!Margin of Error!!AGE!!65 years and older",
"S2701_C03_005E","Percent Uninsured!!Estimate!!19 to 25 years",
"S2701_C03_005M","Percent Uninsured!!Margin of Error!!19 to 25 years",
"S2701_C03_006E","Percent Uninsured!!Estimate!!SEX!!Male",
"S2701_C03_006M","Percent Uninsured!!Margin of Error!!SEX!!Male",
"S2701_C03_007E","Percent Uninsured!!Estimate!!SEX!!Female",
"S2701_C03_007M","Percent Uninsured!!Margin of Error!!SEX!!Female",
"S2701_C03_008E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race",
"S2701_C03_008M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race",
"S2701_C03_009E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone",
"S2701_C03_009M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone",
"S2701_C03_010E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone",
"S2701_C03_010M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone",
"S2701_C03_011E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone",
"S2701_C03_011M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone",
"S2701_C03_012E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone",
"S2701_C03_012M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone",
"S2701_C03_013E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone",
"S2701_C03_013M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone",
"S2701_C03_014E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone",
"S2701_C03_014M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone",
"S2701_C03_015E","Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2701_C03_015M","Percent Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2701_C03_016E","Percent Uninsured!!Estimate!!White alone, not Hispanic or Latino",
"S2701_C03_016M","Percent Uninsured!!Margin of Error!!White alone, not Hispanic or Latino",
"S2701_C03_017E","Percent Uninsured!!Estimate!!Hispanic or Latino (of any race)",
"S2701_C03_017M","Percent Uninsured!!Margin of Error!!Hispanic or Latino (of any race)",
"S2701_C03_018E","Percent Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native born",
"S2701_C03_018M","Percent Uninsured!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native born",
"S2701_C03_019E","Percent Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born",
"S2701_C03_019M","Percent Uninsured!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born",
"S2701_C03_020E","Percent Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized",
"S2701_C03_020M","Percent Uninsured!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized",
"S2701_C03_021E","Percent Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a citizen",
"S2701_C03_021M","Percent Uninsured!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a citizen",
"S2701_C03_022E","Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older",
"S2701_C03_022M","Percent Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older",
"S2701_C03_023E","Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Less than high school graduate",
"S2701_C03_023M","Percent Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Less than high school graduate",
"S2701_C03_024E","Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!High school graduate, GED, or alternative",
"S2701_C03_024M","Percent Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!High school graduate, GED, or alternative",
"S2701_C03_025E","Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Some college or associate's degree",
"S2701_C03_025M","Percent Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Some college or associate's degree",
"S2701_C03_026E","Percent Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Bachelor's degree or higher",
"S2701_C03_026M","Percent Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Bachelor's degree or higher",
"S2701_C03_027E","Percent Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older",
"S2701_C03_027M","Percent Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older",
"S2701_C03_028E","Percent Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force",
"S2701_C03_028M","Percent Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force",
"S2701_C03_029E","Percent Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force!!Employed",
"S2701_C03_029M","Percent Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force!!Employed",
"S2701_C03_030E","Percent Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force!!Unemployed",
"S2701_C03_030M","Percent Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force!!Unemployed",
"S2701_C03_031E","Percent Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!Not in labor force",
"S2701_C03_031M","Percent Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!Not in labor force",
"S2701_C03_032E","Percent Uninsured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older",
"S2701_C03_032M","Percent Uninsured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older",
"S2701_C03_033E","Percent Uninsured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Worked full-time, year round in the past 12 months",
"S2701_C03_033M","Percent Uninsured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Worked full-time, year round in the past 12 months",
"S2701_C03_034E","Percent Uninsured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Worked less than full-time, year round in the past 12 months",
"S2701_C03_034M","Percent Uninsured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Worked less than full-time, year round in the past 12 months",
"S2701_C03_035E","Percent Uninsured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Did not work",
"S2701_C03_035M","Percent Uninsured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Did not work",
"S2701_C03_036E","Percent Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population",
"S2701_C03_036M","Percent Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population",
"S2701_C03_037E","Percent Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!Under $25,000",
"S2701_C03_037M","Percent Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!Under $25,000",
"S2701_C03_038E","Percent Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$25,000 to $49,999",
"S2701_C03_038M","Percent Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$25,000 to $49,999",
"S2701_C03_039E","Percent Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$50,000 to $74,999",
"S2701_C03_039M","Percent Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$50,000 to $74,999",
"S2701_C03_040E","Percent Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$75,000 to $99,999",
"S2701_C03_040M","Percent Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$75,000 to $99,999",
"S2701_C03_041E","Percent Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$100,000 and over",
"S2701_C03_041M","Percent Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$100,000 and over",
"S2701_C03_042E","Percent Uninsured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined",
"S2701_C03_042M","Percent Uninsured!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined",
"S2701_C03_043E","Percent Uninsured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Under 1.38 of poverty threshold",
"S2701_C03_043M","Percent Uninsured!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Under 1.38 of poverty threshold",
"S2701_C03_044E","Percent Uninsured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!1.38 to 1.99 of poverty threshold",
"S2701_C03_044M","Percent Uninsured!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!1.38 to 1.99 of poverty threshold",
"S2701_C03_045E","Percent Uninsured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!2.00 of poverty threshold and over",
"S2701_C03_045M","Percent Uninsured!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!2.00 of poverty threshold and over",
"S2701_C03_046E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Private health insurance",
"S2701_C03_046M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Private health insurance",
"S2701_C03_047E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Private health insurance!!Private health insurance alone",
"S2701_C03_047M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Private health insurance!!Private health insurance alone",
"S2701_C03_048E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance",
"S2701_C03_048M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance",
"S2701_C03_049E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance!!Employment-based health insurance alone",
"S2701_C03_049M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance!!Employment-based health insurance alone",
"S2701_C03_050E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance",
"S2701_C03_050M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance",
"S2701_C03_051E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance!!Direct-purchase health insurance alone",
"S2701_C03_051M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance!!Direct-purchase health insurance alone",
"S2701_C03_052E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage",
"S2701_C03_052M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage",
"S2701_C03_053E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage!!TRICARE/military health coverage alone",
"S2701_C03_053M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage!!TRICARE/military health coverage alone",
"S2701_C03_054E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Public coverage",
"S2701_C03_054M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Public coverage",
"S2701_C03_055E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Public coverage!!Public coverage alone",
"S2701_C03_055M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Public coverage!!Public coverage alone",
"S2701_C03_056E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicare coverage",
"S2701_C03_056M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicare coverage",
"S2701_C03_057E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicare coverage!!Medicare coverage alone",
"S2701_C03_057M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicare coverage!!Medicare coverage alone",
"S2701_C03_058E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage",
"S2701_C03_058M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage",
"S2701_C03_059E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage!!Medicaid/means-tested public coverage alone",
"S2701_C03_059M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage!!Medicaid/means-tested public coverage alone",
"S2701_C03_060E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!VA Health Care",
"S2701_C03_060M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!VA Health Care",
"S2701_C03_061E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!VA Health Care!!VA Health Care alone",
"S2701_C03_061M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!VA Health Care!!VA Health Care alone",
"S2701_C03_062E","Percent Uninsured!!Estimate!!HEALTH COVERAGE BY TYPE!!Uninsured",
"S2701_C03_062M","Percent Uninsured!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Uninsured",
"S2701_C03_063E","Percent Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage",
"S2701_C03_063M","Percent Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage",
"S2701_C03_064E","Percent Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance",
"S2701_C03_064M","Percent Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance",
"S2701_C03_065E","Percent Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Employer-based health insurance",
"S2701_C03_065M","Percent Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Employer-based health insurance",
"S2701_C03_066E","Percent Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Direct-purchase health insurance",
"S2701_C03_066M","Percent Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Direct-purchase health insurance",
"S2701_C03_067E","Percent Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!TRICARE/military health coverage",
"S2701_C03_067M","Percent Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!TRICARE/military health coverage",
"S2701_C03_068E","Percent Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage",
"S2701_C03_068M","Percent Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage",
"S2701_C03_069E","Percent Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicare coverage",
"S2701_C03_069M","Percent Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicare coverage",
"S2701_C03_070E","Percent Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicaid/means-tested public coverage",
"S2701_C03_070M","Percent Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicaid/means-tested public coverage",
"S2701_C03_071E","Percent Uninsured!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!VA Health Care",
"S2701_C03_071M","Percent Uninsured!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!VA Health Care",
"S2701_C04_001E","Number Insured by  Coverage Type!!Estimate!!Total civilian noninstitutionalized population",
"S2701_C04_001M","Number Insured by  Coverage Type!!Margin of Error!!Total civilian noninstitutionalized population",
"S2701_C04_002E","Number Insured by  Coverage Type!!Estimate!!AGE!!Under 18 years",
"S2701_C04_002M","Number Insured by  Coverage Type!!Margin of Error!!AGE!!Under 18 years",
